"No.","Time","Source","Destination","Protocol","Length","Info"
"364","36.744790","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"365","36.744790","192.168.50.134","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"366","36.873165","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"367","37.115978","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","514","HTTP/1.1 200 OK "
"368","37.287953","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"369","37.357362","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<20>"
"370","37.357920","192.168.50.134","192.168.50.255","NBNS","110","Registration NB LAPTOP-FRED<00>"
"371","37.357920","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<00>"
"372","37.450732","192.168.50.134","239.255.255.250","UDP","666","60670  >  3702 Len=624"
"373","37.459687","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","514","HTTP/1.1 200 OK "
"374","37.584728","192.168.50.168","192.168.50.134","SSDP","490","HTTP/1.1 200 OK "
"375","37.692703","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"376","37.807669","192.168.50.134","224.0.0.251","MDNS","501","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local A, cache flush 192.168.50.134 AAAA, cache flush fe80::fcc2:92ca:2888:8020 NSEC, cache flush 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local NSEC, cache flush 134.50.168.192.in-addr.arpa NSEC, cache flush 0.2.0.8.8.8.8.2.A.C.2.9.2.C.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-FRED.local OPT"
"377","38.061710","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"378","38.061726","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"379","38.062060","192.168.50.134","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"380","38.062080","fe80::fcc2:92ca:2888:8020","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"381","38.069802","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","523","HTTP/1.1 200 OK "
"382","38.632275","192.168.50.168","192.168.50.1","NBNS","110","Refresh NB WORKGROUP<00>"
"383","38.634038","192.168.50.1","192.168.50.168","ICMP","138","Destination unreachable (Port unreachable)"
"384","38.702593","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"385","39.116685","192.168.50.168","192.168.50.134","SSDP","481","HTTP/1.1 200 OK "
"386","39.371068","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","157","M-SEARCH * HTTP/1.1 "
"387","39.371068","192.168.50.134","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"388","39.400195","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","189","M-SEARCH * HTTP/1.1 "
"389","39.400195","192.168.50.134","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"390","39.430915","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"391","39.430915","192.168.50.134","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"392","39.461135","fe80::fcc2:92ca:2888:8020","ff02::c","SSDP","183","M-SEARCH * HTTP/1.1 "
"393","39.461135","192.168.50.134","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"394","39.493440","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"395","39.712513","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"396","39.725001","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","514","HTTP/1.1 200 OK "
"397","39.795013","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4065  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"398","39.795163","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4065 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"399","39.799840","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4065  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"400","39.800086","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","326","GET /upnphost/udhisapi.dll?content=uuid:310f9b41-9d5c-4450-b3db-00973d8cc482 HTTP/1.1 "
"401","39.802379","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","277","2869  >  4065 [PSH, ACK] Seq=1 Ack=253 Win=263168 Len=203 [TCP segment of a reassembled PDU]"
"402","39.802414","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4065 [ACK] Seq=204 Ack=253 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"403","39.802414","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4065 [ACK] Seq=1644 Ack=253 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"404","39.802414","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","1474","HTTP/1.1 200 OK "
"405","39.807269","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4065  >  2869 [ACK] Seq=253 Ack=4484 Win=132352 Len=0"
"406","39.808908","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","345","GET /upnphost/udhisapi.dll?content=uuid:310f9b41-9d5c-4450-b3db-00973d8cc482 HTTP/1.1 "
"407","39.811195","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","296","2869  >  4065 [PSH, ACK] Seq=4484 Ack=524 Win=262912 Len=222 [TCP segment of a reassembled PDU]"
"408","39.811232","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4065 [ACK] Seq=4706 Ack=524 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"409","39.811232","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4065 [ACK] Seq=6146 Ack=524 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"410","39.811232","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","1474","HTTP/1.1 200 OK "
"411","39.816483","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4065  >  2869 [ACK] Seq=524 Ack=8987 Win=132352 Len=0"
"412","39.817154","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4065  >  2869 [FIN, ACK] Seq=524 Ack=8987 Win=132352 Len=0"
"413","39.817213","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4065 [ACK] Seq=8987 Ack=525 Win=262912 Len=0"
"414","39.821530","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4066  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"415","39.821694","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4066 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"416","39.826661","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"417","39.826661","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:21d1b136-cc87-4cbf-a892-ae51df64c771 HTTP/1.1 "
"418","39.829113","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4066 [PSH, ACK] Seq=1 Ack=207 Win=263168 Len=188 [TCP segment of a reassembled PDU]"
"419","39.829146","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=189 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"420","39.829146","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=1629 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"421","39.829146","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=3069 Ack=207 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"422","39.829146","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","497","HTTP/1.1 200 OK  (JPEG JFIF image)"
"423","39.834888","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=207 Ack=4932 Win=132352 Len=0"
"424","39.836453","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:86e00e1f-7dd9-4015-9782-4dbcda6f8b39 HTTP/1.1 "
"425","39.838911","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4066 [PSH, ACK] Seq=4932 Ack=413 Win=262912 Len=188 [TCP segment of a reassembled PDU]"
"426","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=5120 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"427","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=6560 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"428","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=8000 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"429","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=9440 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"430","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=10880 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"431","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=12320 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"432","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=13760 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"433","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=15200 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"434","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=16640 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"435","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=18080 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"436","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=19520 Ack=413 Win=262912 Len=1440 [TCP segment of a reassembled PDU]"
"437","39.838959","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","271","HTTP/1.1 200 OK  (PNG)"
"438","39.843329","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=413 Ack=9440 Win=132352 Len=0"
"439","39.843562","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=413 Ack=21157 Win=132352 Len=0"
"440","39.845333","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:627acdc8-ceed-4d31-a82a-c4d43b881ab7 HTTP/1.1 "
"441","39.848351","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4066 [PSH, ACK] Seq=21157 Ack=619 Win=262656 Len=188 [TCP segment of a reassembled PDU]"
"442","39.848402","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=21345 Ack=619 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"443","39.848402","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","954","HTTP/1.1 200 OK  (JPEG JFIF image)"
"444","39.853393","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=619 Ack=23665 Win=132352 Len=0"
"445","39.855292","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:a00935c7-a422-4d57-b1dc-4c8160f89ded HTTP/1.1 "
"446","39.858354","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4066 [PSH, ACK] Seq=23665 Ack=825 Win=262656 Len=187 [TCP segment of a reassembled PDU]"
"447","39.858406","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=23852 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"448","39.858406","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=25292 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"449","39.858406","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=26732 Ack=825 Win=262656 Len=1440 [TCP segment of a reassembled PDU]"
"450","39.858406","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","776","HTTP/1.1 200 OK  (PNG)"
"451","39.862555","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=825 Ack=28874 Win=132352 Len=0"
"452","39.864015","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:357b3e01-a385-469e-b447-10b9565b1001 HTTP/1.1 "
"453","39.866387","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4066 [PSH, ACK] Seq=28874 Ack=1031 Win=262400 Len=187 [TCP segment of a reassembled PDU]"
"454","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=29061 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"455","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=30501 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"456","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=31941 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"457","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=33381 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"458","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=34821 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"459","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=36261 Ack=1031 Win=262400 Len=1440 [TCP segment of a reassembled PDU]"
"460","39.866424","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","706","HTTP/1.1 200 OK  (image/bmp)"
"461","39.871419","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=1031 Ack=38333 Win=132352 Len=0"
"462","39.873055","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:b1695a5a-e3db-47f5-999e-ef42ff66fc98 HTTP/1.1 "
"463","39.875691","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","262","2869  >  4066 [PSH, ACK] Seq=38333 Ack=1237 Win=262144 Len=188 [TCP segment of a reassembled PDU]"
"464","39.875727","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=38521 Ack=1237 Win=262144 Len=1440 [TCP segment of a reassembled PDU]"
"465","39.875727","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","493","HTTP/1.1 200 OK  (JPEG JFIF image)"
"466","39.880074","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=1237 Ack=40380 Win=132352 Len=0"
"467","39.881625","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","280","GET /upnphost/udhisapi.dll?content=uuid:14410042-ffd1-4cb9-bf2a-760f6ea91d2c HTTP/1.1 "
"468","39.884080","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","261","2869  >  4066 [PSH, ACK] Seq=40380 Ack=1443 Win=263424 Len=187 [TCP segment of a reassembled PDU]"
"469","39.884111","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=40567 Ack=1443 Win=263424 Len=1440 [TCP segment of a reassembled PDU]"
"470","39.884111","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=42007 Ack=1443 Win=263424 Len=1440 [TCP segment of a reassembled PDU]"
"471","39.884111","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP","1346","HTTP/1.1 200 OK  (image/bmp)"
"472","39.885833","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"473","39.889249","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=1443 Ack=44719 Win=132352 Len=0"
"474","39.894206","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","409","GET /upnphost/udhisapi.dll?content=uuid:13b2c155-dd71-46eb-b6d9-029b4ba8783a HTTP/1.1 "
"475","39.896591","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","296","2869  >  4066 [PSH, ACK] Seq=44719 Ack=1778 Win=263168 Len=222 [TCP segment of a reassembled PDU]"
"476","39.896625","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4066 [ACK] Seq=44941 Ack=1778 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"477","39.896625","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","1208","HTTP/1.1 200 OK "
"478","39.900709","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [ACK] Seq=1778 Ack=47516 Win=132352 Len=0"
"479","39.901060","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4066  >  2869 [FIN, ACK] Seq=1778 Ack=47516 Win=132352 Len=0"
"480","39.901106","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4066 [ACK] Seq=47516 Ack=1779 Win=263168 Len=0"
"481","39.902846","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4067  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"482","39.902990","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4067 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"483","39.905805","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4067  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"484","39.905805","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","577","4067  >  2869 [PSH, ACK] Seq=1 Ack=1 Win=132352 Len=503 [TCP segment of a reassembled PDU]"
"485","39.906366","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP/XML","477","POST /upnphost/udhisapi.dll?control=uuid:310f9b41-9d5c-4450-b3db-00973d8cc482+urn:microsoft.com:serviceId:X_MS_MediaReceiverRegistrar HTTP/1.1 "
"486","39.906395","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4067 [ACK] Seq=1 Ack=907 Win=262400 Len=0"
"487","39.909540","fe80::b8bf:7ed7:401f:688b","ff02::1:ff88:8020","ICMPv6","86","Neighbor Solicitation for fe80::fcc2:92ca:2888:8020 from 48:0f:cf:55:49:73"
"488","39.994042","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","ICMPv6","86","Neighbor Advertisement fe80::fcc2:92ca:2888:8020 (sol, ovr) is at a8:64:f1:47:29:99"
"489","40.057525","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","302","2869  >  4067 [PSH, ACK] Seq=1 Ack=907 Win=262400 Len=228 [TCP segment of a reassembled PDU]"
"490","40.057559","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","487","HTTP/1.1 200 OK "
"491","40.058537","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"492","40.061578","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4067  >  2869 [ACK] Seq=907 Ack=643 Win=131584 Len=0"
"493","40.061578","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4067  >  2869 [FIN, ACK] Seq=907 Ack=643 Win=131584 Len=0"
"494","40.061625","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4067 [ACK] Seq=643 Ack=908 Win=262400 Len=0"
"495","40.062892","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","86","4068  >  2869 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"496","40.062999","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","86","2869  >  4068 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"497","40.065702","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4068  >  2869 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"498","40.065896","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","HTTP","345","GET /upnphost/udhisapi.dll?content=uuid:3736df2c-92cb-4310-9bfc-7750fcbd1ed0 HTTP/1.1 "
"499","40.068159","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","296","2869  >  4068 [PSH, ACK] Seq=1 Ack=272 Win=263168 Len=222 [TCP segment of a reassembled PDU]"
"500","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4068 [ACK] Seq=223 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"501","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4068 [ACK] Seq=1663 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"502","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4068 [ACK] Seq=3103 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"503","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4068 [ACK] Seq=4543 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"504","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","1514","2869  >  4068 [ACK] Seq=5983 Ack=272 Win=263168 Len=1440 [TCP segment of a reassembled PDU]"
"505","40.068189","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","HTTP/XML","389","HTTP/1.1 200 OK "
"506","40.074067","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4068  >  2869 [ACK] Seq=272 Ack=7739 Win=132352 Len=0"
"507","40.074239","fe80::fcc2:92ca:2888:8020","fe80::b8bf:7ed7:401f:688b","TCP","74","4068  >  2869 [FIN, ACK] Seq=272 Ack=7739 Win=132352 Len=0"
"508","40.074293","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","TCP","74","2869  >  4068 [ACK] Seq=7739 Ack=273 Win=263168 Len=0"
"509","40.133895","192.168.50.168","192.168.50.1","NBNS","110","Refresh NB WORKGROUP<00>"
"510","40.135348","192.168.50.1","192.168.50.168","ICMP","138","Destination unreachable (Port unreachable)"
"511","40.227708","192.168.50.168","192.168.50.134","SSDP","490","HTTP/1.1 200 OK "
"512","40.400496","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"513","40.400993","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"514","40.524627","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
